frequency,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time,Dynamic_BAL_njobs1_mode1_max_flow_time
1024,332356.140419,74560.000000
128,244652.642025,54607.000000
16384,54054.333749,41161.000000
16,457849.623273,90602.000000
2048,10088.107553,4971.000000
256,209068.968929,53894.000000
2,271968.222429,46336.000000
32768,257075.928875,48049.000000
32,412601.484553,75307.000000
4096,282148.058452,51197.000000
4,456574.720249,70657.000000
512,12208.645707,7312.000000
64,177662.148881,41101.000000
65536,319138.120067,79726.000000
8192,668194.373793,68166.000000
8,411842.267604,102121.000000
