arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
40.00,300.00,150,0.00,100.00,40
32.00,300.00,150,0.00,100.00,40
34.00,1500.00,600,0.00,100.00,40
26.00,300.00,150,0.00,100.00,40
32.00,1500.00,600,0.00,100.00,40
28.00,8000.00,3000,0.00,100.00,40
32.00,8000.00,3000,0.00,100.00,40
30.00,300.00,150,0.00,100.00,40
40.00,1500.00,600,0.00,100.00,40
28.00,1500.00,600,0.00,100.00,40
26.00,8000.00,3000,0.00,100.00,40
20.00,1500.00,600,0.00,100.00,40
34.00,8000.00,3000,0.00,100.00,40
24.00,8000.00,3000,0.00,100.00,40
20.00,300.00,150,0.00,100.00,40
36.00,8000.00,3000,0.00,100.00,40
38.00,300.00,150,0.00,100.00,40
26.00,1500.00,600,0.00,100.00,40
36.00,1500.00,600,0.00,100.00,40
40.00,8000.00,3000,0.00,100.00,40
38.00,1500.00,600,0.00,100.00,40
30.00,1500.00,600,0.00,100.00,40
34.00,300.00,150,0.00,100.00,40
28.00,300.00,150,0.00,100.00,40
38.00,8000.00,3000,0.00,100.00,40
24.00,1500.00,600,0.00,100.00,40
22.00,1500.00,600,0.00,100.00,40
22.00,8000.00,3000,0.00,100.00,40
22.00,300.00,150,0.00,100.00,40
30.00,8000.00,3000,0.00,100.00,40
36.00,300.00,150,0.00,100.00,40
20.00,8000.00,3000,0.00,100.00,40
24.00,300.00,150,0.00,100.00,40
36.00,13.00,262144,0.00,100.00,400
40.00,15.30,32768,0.00,100.00,400
38.00,13.00,262144,0.00,100.00,400
40.00,13.00,262144,0.25,99.75,400
38.00,15.30,32768,0.00,100.00,400
30.00,13.00,262144,0.00,100.00,400
34.00,13.00,262144,0.00,100.00,400
38.00,90.00,18,99.75,0.25,400
28.00,13.00,262144,0.00,100.00,400
32.00,13.00,262144,0.00,100.00,400
36.00,15.30,32768,0.00,100.00,400
38.00,90.00,27,97.25,2.75,400
32.00,90.00,18,99.50,0.50,400
40.00,90.00,27,99.25,0.75,400
30.00,90.00,18,99.00,1.00,400
40.00,19.70,4096,0.00,100.00,400
28.00,90.00,18,96.75,3.25,400
40.00,90.00,18,99.75,0.25,400
24.00,90.00,18,55.25,44.75,400
36.00,90.00,18,99.75,0.25,400
32.00,90.00,27,47.50,52.50,400
32.00,15.30,32768,0.00,100.00,400
26.00,90.00,18,87.25,12.75,400
34.00,15.30,32768,0.00,100.00,400
34.00,90.00,18,99.75,0.25,400
30.00,15.30,32768,0.00,100.00,400
24.00,13.00,262144,0.00,100.00,400
28.00,15.30,32768,0.00,100.00,400
38.00,19.70,4096,0.00,100.00,400
36.00,90.00,27,89.00,11.00,400
20.00,13.00,262144,0.00,100.00,400
36.00,19.70,4096,0.00,100.00,400
24.00,15.30,32768,0.00,100.00,400
34.00,90.00,27,68.50,31.50,400
26.00,13.00,262144,0.00,100.00,400
26.00,15.30,32768,0.00,100.00,400
28.00,19.70,4096,0.00,100.00,400
20.00,90.00,36,0.00,100.00,400
32.00,19.70,4096,0.00,100.00,400
22.00,90.00,27,0.00,100.00,400
34.00,19.70,4096,0.00,100.00,400
40.00,90.00,36,51.75,48.25,400
36.00,90.00,36,16.25,83.75,400
30.00,90.00,27,25.25,74.75,400
36.00,32.30,512,0.00,100.00,400
30.00,19.70,4096,0.00,100.00,400
22.00,13.00,262144,0.00,100.00,400
32.00,90.00,36,1.25,98.75,400
24.00,90.00,27,0.50,99.50,400
38.00,32.30,512,0.00,100.00,400
38.00,90.00,36,33.00,67.00,400
20.00,90.00,18,3.00,97.00,400
30.00,90.00,36,0.25,99.75,400
24.00,19.70,4096,0.00,100.00,400
20.00,90.00,27,0.00,100.00,400
28.00,90.00,27,6.00,94.00,400
40.00,32.30,512,0.00,100.00,400
20.00,15.30,32768,0.00,100.00,400
22.00,15.30,32768,0.00,100.00,400
26.00,90.00,36,0.00,100.00,400
26.00,19.70,4096,0.00,100.00,400
22.00,90.00,36,0.00,100.00,400
30.00,32.30,512,0.00,100.00,400
22.00,90.00,18,21.25,78.75,400
20.00,19.70,4096,0.00,100.00,400
28.00,32.30,512,0.00,100.00,400
26.00,32.30,512,0.00,100.00,400
34.00,90.00,36,4.75,95.25,400
22.00,19.70,4096,0.00,100.00,400
32.00,32.30,512,0.00,100.00,400
34.00,32.30,512,0.00,100.00,400
24.00,32.30,512,0.00,100.00,400
26.00,90.00,27,1.75,98.25,400
28.00,90.00,36,0.25,99.75,400
24.00,90.00,36,0.00,100.00,400
22.00,32.30,512,0.00,100.00,400
20.00,32.30,512,0.00,100.00,400
