frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
4,425668.115932,425668.115932,425668.115932,425668.115932,425668.115932,425668.115932,8837.000000,8837.000000,8837.000000,8837.000000,8837.000000,8837.000000
2,119303.483222,119303.483222,119303.483222,119303.483222,119303.483222,119303.483222,25540.000000,25540.000000,25540.000000,25540.000000,25540.000000,25540.000000
2048,1040831.864486,1040831.864486,1040831.864486,1040831.864486,1040831.864486,1040831.864486,22351.000000,22351.000000,22351.000000,22351.000000,22351.000000,22351.000000
512,1112914.705862,1112914.705862,1112914.705862,1112914.705862,1112914.705862,1112914.705862,24579.000000,24579.000000,24579.000000,24579.000000,24579.000000,24579.000000
1024,1034077.455005,1034077.455005,1034077.455005,1034077.455005,1034077.455005,1034077.455005,24463.000000,24463.000000,24463.000000,24463.000000,24463.000000,24463.000000
32,906051.977853,906051.977853,906051.977853,906051.977853,906051.977853,906051.977853,17219.000000,17219.000000,17219.000000,17219.000000,17219.000000,17219.000000
128,1134661.340336,1134661.340336,1134661.340336,1134661.340336,1134661.340336,1134661.340336,26850.000000,26850.000000,26850.000000,26850.000000,26850.000000,26850.000000
16,950624.733181,950624.733181,950624.733181,950624.733181,950624.733181,950624.733181,22495.000000,22495.000000,22495.000000,22495.000000,22495.000000,22495.000000
256,1081324.301153,1081324.301153,1081324.301153,1081324.301153,1081324.301153,1081324.301153,25347.000000,25347.000000,25347.000000,25347.000000,25347.000000,25347.000000
8,1009442.248471,1009442.248471,1009442.248471,1009442.248471,1009442.248471,1009442.248471,28162.000000,28162.000000,28162.000000,28162.000000,28162.000000,28162.000000
8192,1511277.659505,1511277.659505,1511277.659505,1511277.659505,1511277.659505,1511277.659505,24533.000000,24533.000000,24533.000000,24533.000000,24533.000000,24533.000000
64,732238.127767,732238.127767,732238.127767,732238.127767,732238.127767,732238.127767,24809.000000,24809.000000,24809.000000,24809.000000,24809.000000,24809.000000
65536,1491455.447152,1491455.447152,1491455.447152,1491455.447152,1491455.447152,1491455.447152,29155.000000,29155.000000,29155.000000,29155.000000,29155.000000,29155.000000
16384,3078011.376732,3078011.376732,3078011.376732,3078011.376732,3078011.376732,3078011.376732,56159.000000,56159.000000,56159.000000,56159.000000,56159.000000,56159.000000
32768,2773590.804576,2773590.804576,2773590.804576,2773590.804576,2773590.804576,2773590.804576,48137.000000,48137.000000,48137.000000,48137.000000,48137.000000,48137.000000
4096,1764899.938927,1764899.938927,1764899.938927,1764899.938927,1764899.938927,1764899.938927,27314.000000,27314.000000,27314.000000,27314.000000,27314.000000,27314.000000
