Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time
40,4.073000,262144.000000,66129.441658,47527.000000
40,4.639000,32768.000000,34295.866588,24365.000000
40,5.649000,4096.000000,60005.746700,37818.000000
40,7.918000,512.000000,20345.451998,6928.000000
40,16.772000,64.000000,13309.924342,2310.000000
40,30.000000,6.000000,14831.843075,2329.000000
40,30.000000,9.000000,13812.073450,2537.000000
40,30.000000,12.000000,14445.699256,2577.000000
40,30.000000,15.000000,14507.627408,3299.000000
40,30.000000,18.000000,15312.454147,3206.000000
