checkpoint,arrival_rate,bp_parameter,rmlf_ratio,fcfs_ratio
16,20,"{'L': 16.772, 'H': 64}",1.658115041857953,98.34188495814205
16,20,"{'L': 7.918, 'H': 512}",4.84312241690436,95.15687758309565
16,20,"{'L': 5.649, 'H': 4096}",70.44631382170815,29.553686178291855
16,20,"{'L': 4.639, 'H': 32768}",97.21730738298214,2.7826926170178545
16,20,"{'L': 4.073, 'H': 262144}",96.21724029049574,3.7827597095042624
16,22,"{'L': 16.772, 'H': 64}",1.6624522515736806,98.33754774842632
16,22,"{'L': 7.918, 'H': 512}",7.528358208955225,92.47164179104477
16,22,"{'L': 5.649, 'H': 4096}",96.09440517551216,3.9055948244878405
16,22,"{'L': 4.639, 'H': 32768}",96.6098294884654,3.3901705115346035
16,22,"{'L': 4.073, 'H': 262144}",91.91569675998743,8.084303240012582
16,24,"{'L': 16.772, 'H': 64}",1.6075089006365304,98.39249109936347
16,24,"{'L': 7.918, 'H': 512}",5.500445500445501,94.49955449955449
16,24,"{'L': 5.649, 'H': 4096}",97.44285384437774,2.557146155622258
16,24,"{'L': 4.639, 'H': 32768}",84.31633835457706,15.683661645422944
16,24,"{'L': 4.073, 'H': 262144}",98.49556957990693,1.5044304200930707
16,26,"{'L': 16.772, 'H': 64}",1.5069384215091066,98.4930615784909
16,26,"{'L': 7.918, 'H': 512}",7.182999648753073,92.81700035124693
16,26,"{'L': 5.649, 'H': 4096}",97.5986078886311,2.401392111368909
16,26,"{'L': 4.639, 'H': 32768}",97.44814658039547,2.551853419604523
16,26,"{'L': 4.073, 'H': 262144}",93.97150164413591,6.028498355864085
16,28,"{'L': 16.772, 'H': 64}",1.3150062232804804,98.68499377671952
16,28,"{'L': 7.918, 'H': 512}",8.958439643930374,91.04156035606962
16,28,"{'L': 5.649, 'H': 4096}",95.67181031238239,4.328189687617614
16,28,"{'L': 4.639, 'H': 32768}",95.59849458417477,4.401505415825225
16,28,"{'L': 4.073, 'H': 262144}",98.92139737991266,1.0786026200873362
16,30,"{'L': 16.772, 'H': 64}",0.4860711859091622,99.51392881409083
16,30,"{'L': 7.918, 'H': 512}",8.96714369941577,91.03285630058423
16,30,"{'L': 5.649, 'H': 4096}",97.18302443133952,2.8169755686604887
