checkpoint,arrival_rate,bp_parameter,rmlf_ratio,fcfs_ratio
2,20,"{'L': 16.772, 'H': 64}",4.488836980077368,95.51116301992263
2,20,"{'L': 7.918, 'H': 512}",10.615927529377524,89.38407247062247
2,20,"{'L': 5.649, 'H': 4096}",85.65941568636042,14.340584313639585
2,20,"{'L': 4.639, 'H': 32768}",92.22046484196981,7.779535158030185
2,20,"{'L': 4.073, 'H': 262144}",89.24497770059597,10.755022299404034
2,22,"{'L': 16.772, 'H': 64}",4.397562812718567,95.60243718728142
2,22,"{'L': 7.918, 'H': 512}",8.250499985075074,91.74950001492492
2,22,"{'L': 5.649, 'H': 4096}",79.92078229356974,20.07921770643026
2,22,"{'L': 4.639, 'H': 32768}",94.77608197790074,5.223918022099263
2,22,"{'L': 4.073, 'H': 262144}",86.9406916943208,13.05930830567919
2,24,"{'L': 16.772, 'H': 64}",4.12050678659807,95.87949321340193
2,24,"{'L': 7.918, 'H': 512}",6.0305014775545365,93.96949852244546
2,24,"{'L': 5.649, 'H': 4096}",84.95927040267827,15.04072959732173
2,24,"{'L': 4.639, 'H': 32768}",90.28106691000211,9.7189330899979
2,24,"{'L': 4.073, 'H': 262144}",96.44297120272833,3.55702879727167
2,26,"{'L': 16.772, 'H': 64}",3.4826443705154175,96.51735562948458
2,26,"{'L': 7.918, 'H': 512}",10.545803118665896,89.4541968813341
2,26,"{'L': 5.649, 'H': 4096}",86.30095271240266,13.699047287597338
2,26,"{'L': 4.639, 'H': 32768}",98.23654353462285,1.7634564653771438
2,26,"{'L': 4.073, 'H': 262144}",93.65033453344192,6.349665466558073
2,28,"{'L': 16.772, 'H': 64}",2.5331610738709003,97.4668389261291
2,28,"{'L': 7.918, 'H': 512}",8.934342575267902,91.0656574247321
2,28,"{'L': 5.649, 'H': 4096}",88.91233635312777,11.087663646872228
2,28,"{'L': 4.639, 'H': 32768}",73.05490218576101,26.945097814239
2,28,"{'L': 4.073, 'H': 262144}",96.61583135923496,3.3841686407650404
2,30,"{'L': 16.772, 'H': 64}",0.2992095119879794,99.70079048801203
2,30,"{'L': 7.918, 'H': 512}",1.230076578296786,98.76992342170321
2,30,"{'L': 5.649, 'H': 4096}",95.02553706823926,4.974462931760741
2,30,"{'L': 4.639, 'H': 32768}",97.3796698290186,2.620330170981401
2,30,"{'L': 4.073, 'H': 262144}",95.60778680074755,4.3922131992524465
2,32,"{'L': 16.772, 'H': 64}",0.2587224160887481,99.74127758391124
2,32,"{'L': 7.918, 'H': 512}",3.830968078370023,96.16903192162998
2,32,"{'L': 5.649, 'H': 4096}",93.33451035039377,6.665489649606225
2,32,"{'L': 4.639, 'H': 32768}",98.75856378456768,1.2414362154323149
2,32,"{'L': 4.073, 'H': 262144}",96.6177537503803,3.3822462496196963
2,34,"{'L': 16.772, 'H': 64}",0.14152345840518524,99.85847654159481
2,34,"{'L': 7.918, 'H': 512}",98.38081792028733,1.6191820797126704
2,34,"{'L': 5.649, 'H': 4096}",96.01215677318483,3.9878432268151713
2,34,"{'L': 4.639, 'H': 32768}",96.15018684518215,3.8498131548178547
2,34,"{'L': 4.073, 'H': 262144}",94.29343318245374,5.706566817546271
2,36,"{'L': 16.772, 'H': 64}",0.11882513737413182,99.88117486262587
2,36,"{'L': 7.918, 'H': 512}",9.451200896995399,90.54879910300461
2,36,"{'L': 5.649, 'H': 4096}",97.84305188063101,2.1569481193689923
2,36,"{'L': 4.639, 'H': 32768}",93.3378942780374,6.662105721962604
2,36,"{'L': 4.073, 'H': 262144}",90.61852098600933,9.381479013990674
2,38,"{'L': 16.772, 'H': 64}",0.09833609090625292,99.90166390909376
2,38,"{'L': 7.918, 'H': 512}",1.0651532878402057,98.9348467121598
2,38,"{'L': 5.649, 'H': 4096}",95.69378752408709,4.30621247591292
2,38,"{'L': 4.639, 'H': 32768}",90.91881077018351,9.081189229816491
2,38,"{'L': 4.073, 'H': 262144}",61.92563349866721,38.0743665013328
2,40,"{'L': 16.772, 'H': 64}",0.14990474280557503,99.85009525719443
2,40,"{'L': 7.918, 'H': 512}",33.95233737083489,66.04766262916512
2,40,"{'L': 5.649, 'H': 4096}",97.48287570410787,2.5171242958921316
2,40,"{'L': 4.639, 'H': 32768}",95.06116729159565,4.938832708404348
2,40,"{'L': 4.073, 'H': 262144}",97.4481396933391,2.5518603066608976
2,20,"{'L': 16.772, 'H': 64}",11.035043719921372,88.96495628007864
2,20,"{'L': 7.918, 'H': 512}",15.761419607313945,84.23858039268606
2,20,"{'L': 5.649, 'H': 4096}",71.15948741701405,28.84051258298595
2,20,"{'L': 4.639, 'H': 32768}",86.06481481481481,13.935185185185187
2,20,"{'L': 4.073, 'H': 262144}",90.35331113577506,9.646688864224934
2,20,"{'L': 56.3, 'H': 64}",12.54348474306729,87.4565152569327
2,20,"{'L': 18.9, 'H': 512}",18.45783296017369,81.54216703982631
2,20,"{'L': 12.4, 'H': 4096}",73.63650052702906,26.363499472970936
2,20,"{'L': 9.8, 'H': 32768}",79.24995091301787,20.750049086982134
2,20,"{'L': 8.5, 'H': 262144}",72.7037396570055,27.2962603429945
2,20,"{'L': 32.3, 'H': 512}",17.19832957998994,82.80167042001005
2,20,"{'L': 19.7, 'H': 4096}",68.84979767875748,31.15020232124252
2,20,"{'L': 15.3, 'H': 32768}",80.92934122647237,19.070658773527626
2,20,"{'L': 13.0, 'H': 262144}",94.4302605343124,5.56973946568761
2,22,"{'L': 16.772, 'H': 64}",10.451322607035724,89.54867739296427
2,22,"{'L': 7.918, 'H': 512}",17.73514272344408,82.26485727655593
2,22,"{'L': 5.649, 'H': 4096}",82.80959862876732,17.19040137123268
2,22,"{'L': 4.639, 'H': 32768}",86.4872032886885,13.512796711311498
2,22,"{'L': 4.073, 'H': 262144}",87.44957135653051,12.550428643469491
2,22,"{'L': 56.3, 'H': 64}",12.694154661367776,87.30584533863222
2,22,"{'L': 18.9, 'H': 512}",18.14921333107765,81.85078666892235
2,22,"{'L': 12.4, 'H': 4096}",69.31703487720085,30.68296512279915
2,22,"{'L': 9.8, 'H': 32768}",89.25376313547288,10.746236864527123
2,22,"{'L': 8.5, 'H': 262144}",79.9635951505993,20.036404849400693
2,22,"{'L': 32.3, 'H': 512}",17.293941832394527,82.70605816760546
2,22,"{'L': 19.7, 'H': 4096}",78.65185122712322,21.348148772876783
2,22,"{'L': 15.3, 'H': 32768}",76.59529060254677,23.404709397453228
2,22,"{'L': 13.0, 'H': 262144}",79.43096145136799,20.569038548632015
2,24,"{'L': 16.772, 'H': 64}",8.271356085354835,91.72864391464518
2,24,"{'L': 7.918, 'H': 512}",9.128940684297026,90.87105931570298
2,24,"{'L': 5.649, 'H': 4096}",82.95543393275997,17.04456606724003
2,24,"{'L': 4.639, 'H': 32768}",78.85605058079695,21.14394941920306
2,24,"{'L': 4.073, 'H': 262144}",71.5138772077376,28.486122792262403
2,24,"{'L': 56.3, 'H': 64}",12.725098013157021,87.27490198684298
2,24,"{'L': 18.9, 'H': 512}",18.050093148416476,81.94990685158352
2,24,"{'L': 12.4, 'H': 4096}",74.12024870200628,25.87975129799372
2,24,"{'L': 9.8, 'H': 32768}",64.19143356643356,35.80856643356643
