checkpoint,arrival_rate,bp_parameter,rmlf_ratio,fcfs_ratio
2,20,"{'L': 16.772, 'H': 64}",4.488836980077368,95.51116301992263
2,20,"{'L': 7.918, 'H': 512}",10.615927529377524,89.38407247062247
2,20,"{'L': 5.649, 'H': 4096}",86.16983212483662,13.830167875163385
2,20,"{'L': 4.639, 'H': 32768}",92.72980725410825,7.270192745891752
2,20,"{'L': 4.073, 'H': 262144}",89.27970951572799,10.720290484272013
2,22,"{'L': 16.772, 'H': 64}",4.397562812718567,95.60243718728142
2,22,"{'L': 7.918, 'H': 512}",8.250499985075074,91.74950001492492
2,22,"{'L': 5.649, 'H': 4096}",75.42304351732606,24.576956482673936
2,22,"{'L': 4.639, 'H': 32768}",94.77357449725014,5.226425502749871
2,22,"{'L': 4.073, 'H': 262144}",77.83920230250224,22.16079769749776
2,24,"{'L': 16.772, 'H': 64}",4.12050678659807,95.87949321340193
2,24,"{'L': 7.918, 'H': 512}",6.0305014775545365,93.96949852244546
2,24,"{'L': 5.649, 'H': 4096}",84.80414438984971,15.195855610150291
2,24,"{'L': 4.639, 'H': 32768}",90.27382478400358,9.726175215996408
2,24,"{'L': 4.073, 'H': 262144}",96.52902835104942,3.4709716489505804
2,26,"{'L': 16.772, 'H': 64}",3.4826443705154175,96.51735562948458
2,26,"{'L': 7.918, 'H': 512}",5.133139666766671,94.86686033323333
2,26,"{'L': 5.649, 'H': 4096}",86.45031249546845,13.549687504531546
2,26,"{'L': 4.639, 'H': 32768}",98.23805528470034,1.7619447152996668
2,26,"{'L': 4.073, 'H': 262144}",92.7110529240278,7.288947075972202
2,28,"{'L': 16.772, 'H': 64}",2.5331610738709003,97.4668389261291
2,28,"{'L': 7.918, 'H': 512}",8.934342575267902,91.0656574247321
2,28,"{'L': 5.649, 'H': 4096}",91.86671684722708,8.133283152772924
2,28,"{'L': 4.639, 'H': 32768}",72.80018358097642,27.19981641902358
2,28,"{'L': 4.073, 'H': 262144}",97.56066941039049,2.4393305896095105
2,30,"{'L': 16.772, 'H': 64}",0.2992095119879794,99.70079048801203
2,30,"{'L': 7.918, 'H': 512}",1.230076578296786,98.76992342170321
2,30,"{'L': 5.649, 'H': 4096}",95.02553706823926,4.974462931760741
2,30,"{'L': 4.639, 'H': 32768}",97.3796698290186,2.620330170981401
2,30,"{'L': 4.073, 'H': 262144}",95.71220495221372,4.287795047786268
2,32,"{'L': 16.772, 'H': 64}",0.2587224160887481,99.74127758391124
2,32,"{'L': 7.918, 'H': 512}",3.830968078370023,96.16903192162998
2,32,"{'L': 5.649, 'H': 4096}",93.33198817097855,6.668011829021457
2,32,"{'L': 4.639, 'H': 32768}",98.75543831574736,1.244561684252638
2,32,"{'L': 4.073, 'H': 262144}",96.95569753563153,3.044302464368462
2,34,"{'L': 16.772, 'H': 64}",0.14152345840518524,99.85847654159481
2,34,"{'L': 7.918, 'H': 512}",98.30402344003828,1.695976559961721
2,34,"{'L': 5.649, 'H': 4096}",96.01215677318483,3.9878432268151713
2,34,"{'L': 4.639, 'H': 32768}",96.15018684518215,3.8498131548178547
2,34,"{'L': 4.073, 'H': 262144}",94.29698793753111,5.703012062468896
2,36,"{'L': 16.772, 'H': 64}",0.11882513737413182,99.88117486262587
2,36,"{'L': 7.918, 'H': 512}",9.451200896995399,90.54879910300461
2,36,"{'L': 5.649, 'H': 4096}",97.84305188063101,2.1569481193689923
2,36,"{'L': 4.639, 'H': 32768}",93.33734255085545,6.662657449144548
2,36,"{'L': 4.073, 'H': 262144}",90.61745502998001,9.382544970019985
2,38,"{'L': 16.772, 'H': 64}",0.09833609090625292,99.90166390909376
2,38,"{'L': 7.918, 'H': 512}",1.0651532878402057,98.9348467121598
2,38,"{'L': 5.649, 'H': 4096}",95.69325667935385,4.306743320646144
2,38,"{'L': 4.639, 'H': 32768}",90.91881077018351,9.081189229816491
2,38,"{'L': 4.073, 'H': 262144}",61.88041974558829,38.119580254411716
2,40,"{'L': 16.772, 'H': 64}",0.14990474280557503,99.85009525719443
2,40,"{'L': 7.918, 'H': 512}",33.95233737083489,66.04766262916512
2,40,"{'L': 5.649, 'H': 4096}",97.48287570410787,2.5171242958921316
2,40,"{'L': 4.639, 'H': 32768}",95.05785327424914,4.942146725750861
2,40,"{'L': 4.073, 'H': 262144}",97.43620349233348,2.5637965076665226
