arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
32.00,30.00,6.00,100.00,0.00,199
34.00,30.00,12.00,100.00,0.00,199
32.00,30.00,12.00,100.00,0.00,199
40.00,30.00,9.00,100.00,0.00,199
38.00,30.00,18.00,100.00,0.00,199
34.00,30.00,9.00,100.00,0.00,199
40.00,30.00,12.00,100.00,0.00,199
36.00,16.77,64.00,100.00,0.00,199
38.00,30.00,6.00,100.00,0.00,199
36.00,30.00,6.00,100.00,0.00,199
34.00,30.00,15.00,100.00,0.00,199
32.00,30.00,9.00,100.00,0.00,199
40.00,30.00,18.00,100.00,0.00,199
40.00,30.00,15.00,100.00,0.00,199
36.00,30.00,15.00,100.00,0.00,199
32.00,30.00,15.00,100.00,0.00,199
38.00,30.00,9.00,100.00,0.00,199
38.00,16.77,64.00,100.00,0.00,199
38.00,30.00,15.00,100.00,0.00,199
40.00,30.00,6.00,100.00,0.00,199
40.00,16.77,64.00,100.00,0.00,199
34.00,16.77,64.00,100.00,0.00,199
32.00,16.77,64.00,100.00,0.00,199
34.00,30.00,6.00,100.00,0.00,199
32.00,30.00,18.00,100.00,0.00,199
38.00,30.00,12.00,100.00,0.00,199
30.00,30.00,15.00,100.00,0.00,199
36.00,30.00,12.00,100.00,0.00,199
36.00,30.00,9.00,100.00,0.00,199
34.00,30.00,18.00,100.00,0.00,199
30.00,16.77,64.00,100.00,0.00,199
36.00,30.00,18.00,100.00,0.00,199
30.00,30.00,12.00,100.00,0.00,199
30.00,30.00,6.00,100.00,0.00,199
30.00,30.00,18.00,100.00,0.00,199
36.00,4.64,32768.00,7.54,92.46,199
30.00,5.65,4096.00,6.53,93.47,199
30.00,30.00,9.00,100.00,0.00,199
28.00,30.00,6.00,100.00,0.00,199
28.00,16.77,64.00,100.00,0.00,199
28.00,30.00,9.00,100.00,0.00,199
28.00,30.00,18.00,100.00,0.00,199
24.00,30.00,9.00,100.00,0.00,199
28.00,30.00,12.00,100.00,0.00,199
38.00,7.92,512.00,14.57,85.43,199
34.00,5.65,4096.00,8.04,91.96,199
24.00,30.00,12.00,100.00,0.00,199
28.00,30.00,15.00,100.00,0.00,199
22.00,7.92,512.00,14.57,85.43,199
28.00,4.07,262144.00,6.53,93.47,199
26.00,30.00,9.00,100.00,0.00,199
26.00,4.07,262144.00,3.52,96.48,199
20.00,4.64,32768.00,6.12,93.88,196
28.00,4.64,32768.00,5.53,94.47,199
40.00,5.65,4096.00,11.06,88.94,199
36.00,7.92,512.00,14.57,85.43,199
34.00,7.92,512.00,17.09,82.91,199
32.00,5.65,4096.00,8.04,91.96,199
20.00,30.00,18.00,100.00,0.00,198
22.00,30.00,12.00,100.00,0.00,199
30.00,4.07,262144.00,5.03,94.97,199
26.00,30.00,12.00,100.00,0.00,199
38.00,4.64,32768.00,5.53,94.47,199
32.00,4.07,262144.00,4.04,95.96,198
24.00,30.00,15.00,100.00,0.00,199
40.00,7.92,512.00,15.08,84.92,199
26.00,16.77,64.00,100.00,0.00,199
26.00,30.00,6.00,100.00,0.00,199
24.00,16.77,64.00,100.00,0.00,199
20.00,30.00,12.00,100.00,0.00,199
20.00,30.00,15.00,100.00,0.00,199
24.00,30.00,18.00,100.00,0.00,199
40.00,4.64,32768.00,7.04,92.96,199
22.00,30.00,9.00,100.00,0.00,199
32.00,7.92,512.00,17.09,82.91,199
22.00,16.77,64.00,100.00,0.00,199
20.00,5.65,4096.00,3.52,96.48,199
20.00,4.07,262144.00,4.57,95.43,197
36.00,5.65,4096.00,9.05,90.95,199
26.00,30.00,15.00,100.00,0.00,199
34.00,4.64,32768.00,5.53,94.47,199
22.00,5.65,4096.00,8.67,91.33,196
26.00,30.00,18.00,100.00,0.00,199
30.00,7.92,512.00,13.57,86.43,199
22.00,4.07,262144.00,6.03,93.97,199
20.00,30.00,9.00,100.00,0.00,198
24.00,7.92,512.00,13.13,86.87,198
28.00,7.92,512.00,16.08,83.92,199
22.00,30.00,18.00,100.00,0.00,199
20.00,30.00,6.00,100.00,0.00,199
32.00,4.64,32768.00,9.05,90.95,199
26.00,7.92,512.00,15.58,84.42,199
40.00,4.07,262144.00,7.54,92.46,199
24.00,30.00,6.00,100.00,0.00,199
26.00,5.65,4096.00,6.06,93.94,198
22.00,30.00,6.00,100.00,0.00,198
26.00,4.64,32768.00,5.03,94.97,199
22.00,4.64,32768.00,3.05,96.95,197
30.00,4.64,32768.00,10.05,89.95,199
20.00,16.77,64.00,100.00,0.00,198
24.00,4.64,32768.00,10.61,89.39,198
22.00,30.00,15.00,100.00,0.00,198
34.00,4.07,262144.00,6.53,93.47,199
24.00,5.65,4096.00,8.16,91.84,196
24.00,4.07,262144.00,5.53,94.47,199
38.00,5.65,4096.00,6.53,93.47,199
38.00,4.07,262144.00,8.04,91.96,199
36.00,4.07,262144.00,6.03,93.97,199
28.00,5.65,4096.00,8.08,91.92,198
20.00,7.92,512.00,17.09,82.91,199
